,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
327697,-0.6344255,4.997305e-05,0.38523248,0.00053919444,-0.0012183534,1.6328548,-0.0043974537,-0.0025389704,0.002264447,0.000651991,-0.44488627,-0.28959522,0.08933044,-0.020177983,-0.00097366946,-0.0010814767,-0.0012166804,0.00027172186,-0.0024869994,-0.76217043,0.00050018996,-0.0023248433,-0.0007217229,0.18588074,0.10680504,0.0007733829,-0.002204207,0.0024751753,0.00023811938,-0.0019360036,-0.00036480202,0.32151434
478255,-1.8028532,-0.00010082429,-1.6866531,0.00566805,-0.0027036292,1.4166483,0.0011081591,-0.015078078,0.005262375,-0.0032092235,-0.0016278867,-0.7423129,-1.7711183,-1.096641,0.003134742,0.0034642844,0.029890323,0.000941815,0.006061312,0.26092172,-0.016282983,0.0015242582,0.0031927275,-0.005550855,1.3878978,0.00095897896,0.009056152,0.0039344584,-0.0012989475,0.006795906,-0.006857184,3.158779
2026,-0.5117536,-0.0054772873,-1.1156148,9.654003e-06,-0.0007100738,-0.42524332,0.001600219,0.0010853324,-0.001294671,-0.00017338111,0.27508074,0.4323401,0.35197312,-0.56074816,-0.002183362,-0.00090696145,-0.0009366771,-0.0009164961,0.002987116,0.35048497,0.0018359021,0.0008812128,0.0005270504,-0.46488234,2.3987749,-0.00021852426,-0.0013237587,-0.0011743068,-0.001587345,-0.0017387443,0.0007343873,-0.23629004
203568,0.15184294,0.0013888573,-0.64057714,9.477967e-05,-3.857751e-05,1.4820919,-0.00099355,-0.001079112,0.0005372984,-0.0010893923,-0.24623033,0.15839583,-0.005644383,-0.12368117,-0.0002707006,-0.0014087649,-0.0022041698,0.000640407,9.130456e-05,-0.59561497,0.00061384117,-0.0015753143,-0.0013374351,0.100382105,-0.07321799,0.0011257452,-0.0020869072,0.00058277143,-0.00080907653,-0.0002556604,-0.0006352156,-0.16792408
465969,0.7703079,-0.0069954153,0.6376174,-0.00067560404,-0.0008984353,1.6509002,0.001366702,0.0025595156,-0.0010990001,-0.0009871034,0.19380762,-0.07082409,0.560033,0.14054447,-0.0051557114,-0.0016417784,-0.0009793751,-0.0007577498,0.005406246,-0.827447,0.0025478534,0.0010730522,0.001874973,0.44341123,-0.32786608,-0.0014052558,-0.0013211549,-0.00208489,-0.0007886361,-0.0018633989,9.778538e-05,-0.8697562
6209,-0.021463057,-0.0010102688,-0.43240514,0.0006537766,-8.8052424e-05,-0.6844506,0.0016594791,0.0002978122,1.618481e-05,-0.0006371802,1.2038767,0.59211725,-0.96138763,-1.2768779,-0.00056220085,-0.00015589444,-0.00017478724,-0.0007307351,0.0003674685,0.2578987,0.00028389474,0.0003215121,7.7585166e-05,-1.4882922,-0.14068732,0.0001169649,-0.0006125589,-2.4621828e-05,-6.2800005e-05,-0.0005125401,0.00059304165,0.67276347
124416,0.4618742,0.0018577965,-0.94344586,-0.00056268304,0.00068873423,-0.55931324,0.0036244781,0.00039348638,-0.0017663168,-0.0031896287,-0.45115653,-0.21956907,1.3478161,1.7367985,-0.000863394,0.00093648495,-0.0010093652,-0.0011647865,-0.00015595758,-0.43839386,0.0013953897,0.0059856977,-0.00088691374,0.289768,-0.30047095,-0.0014372454,-0.00083039876,0.0004051534,8.300661e-05,0.0014829417,0.0017841993,0.7856862
413109,-2.3038628,0.0069114845,0.79872817,-0.0068444298,0.0011525836,0.8391296,0.0062263324,-0.0032179304,-0.0041623255,-0.015804695,0.7773197,-1.5496552,-0.31150064,0.05525913,-0.007874481,-0.00023938784,-0.0022199135,-0.0056585716,-0.005870162,0.28332433,0.006206119,0.033825073,-0.00042317976,0.34441546,0.32524666,-0.0073330877,0.0014183305,0.0038786572,0.0004050256,0.004561246,0.0060625616,0.49355248
38711,0.45441067,-0.0008276873,-0.42276564,0.0005174319,-0.00025954208,-0.16504098,-0.00058391964,-0.00029467483,0.00028345615,-0.00025080997,-0.31033847,1.8167576,1.1600919,2.1087735,-0.00014904901,-0.0001944301,0.00033438214,-0.00032005063,-8.974912e-05,-1.2045898,0.00073287496,-0.00018818704,0.00070032506,-1.0977842,0.72162706,0.00010278341,-0.00038906117,0.00042261943,0.00026153593,-0.00014865567,-0.0005113549,-0.23916514
196564,0.5993159,0.0020196592,0.4410898,-0.0011298062,0.0004499094,-0.30250105,0.0037705677,-0.0002499613,-0.0027436495,-0.0036305608,-1.3795192,0.4621359,-1.6712356,0.38860127,-0.0024883947,0.0026632831,-0.0009239488,-0.001978276,-0.0011458423,1.8143723,0.0027834908,0.009241117,0.00018091527,-0.06419853,-0.9875808,-0.0017949126,-0.00022132938,0.0009031535,0.0005084512,0.0017523173,0.0034397042,-0.5178133
456973,0.06423509,-0.00029126267,-0.7198777,-0.0018425763,-0.0004119926,-0.8040053,-0.0037030852,-0.0004261166,0.0014724099,0.00027848437,-1.2741289,0.39436218,-1.8884101,-0.23954542,0.0008161836,-0.00013939472,0.0012883039,0.00063262036,-0.0007437714,-0.13111682,0.0014146265,-0.00078940194,-0.00011845177,-0.49138588,-0.7924919,-0.0010778767,0.0013901993,0.0016938891,-0.00026588034,0.0006432724,-0.002141143,-1.5313594
512672,-0.0841713,-0.0033561797,-0.75186974,-0.003562424,0.0018670434,-0.9141382,-0.0030860181,-0.0014429573,0.0014196398,0.0015531697,-0.08354576,-0.6183702,1.253415,-0.749232,-0.0014891342,0.0016858436,0.000414484,0.002427027,0.007846844,-0.5287267,0.009762641,0.00032593386,0.0013307005,2.4803896,0.42465675,-0.001918334,-0.0010637667,0.0006679161,-0.0021317096,0.0015655159,-0.0008255497,0.012857285
444721,-0.22392859,-0.0021275587,-0.56562597,0.0006314509,-0.00094723,-0.49448588,0.0002733277,-0.0006439092,0.00031569035,-0.00039902347,1.4337047,0.123565145,-1.1014011,-0.64552546,-0.0011067824,-0.001078353,-7.946649e-05,-0.00068775436,0.0013402881,-0.9939497,0.0013429992,0.0003182095,0.00033448506,-0.524571,-1.4472727,0.00122407,-0.00061572454,0.00019525514,-0.0005445235,-0.0010195217,4.1548574e-05,-0.99698013
70631,-0.013727678,-0.0025247384,-1.7151159,-5.89548e-06,-9.784872e-05,-0.55629885,0.0034576675,0.0011567354,-0.0018581577,-0.0021790133,0.946914,0.201445,0.3598951,-0.9117128,-0.0014405872,-0.0016265601,-0.0011143609,-0.000635676,0.0040279306,0.67403793,0.0013364439,0.00013683195,-0.0006485108,-1.0576476,-0.48627898,0.0006870829,-0.0014441885,-0.0014123052,-0.0012074192,-0.0007897582,-0.00056302076,-0.11807249
327563,-0.04204279,0.0010109039,-0.54793334,0.0005318727,-0.0014667904,1.296897,-0.0058872574,-0.002669479,0.002790786,0.0015677183,-0.08175049,-0.40715238,0.40781376,0.23492773,-0.0013132963,-0.001155322,-0.0026412383,0.0012383857,-0.0029409167,-0.37117052,0.001125355,-0.0022027977,-0.0011125262,0.955188,-0.7437041,0.0014318962,-0.002789041,0.0020587358,-0.00030958216,-0.0025774632,0.0008351271,-0.66535366
218934,-0.16601765,-0.0014560767,0.19832394,-0.0018057608,-0.0020448547,1.0837538,-0.008245595,-0.0001057558,0.00035049356,0.009250813,-0.23155293,-0.9895258,-0.2370147,-0.42801216,0.0035929743,0.00087616895,-0.007791119,0.0036142794,0.004026163,0.0680336,0.003879496,-0.0027134067,0.00019900227,-0.08411417,-0.18621266,0.0068006953,0.0012454704,-0.0008019555,-0.004347672,-0.0034211243,0.0015775753,0.3639606
238869,0.11792556,-0.000785951,-0.08597692,0.0011061644,-0.00029374388,-0.8741213,-0.00030122898,-0.00082930655,0.0006908878,0.00065031473,1.2627789,-0.7569789,0.63934535,-1.5484912,-0.00043204843,-0.00027040747,0.00022082993,-0.00077801954,-0.0011216447,-0.4203187,0.00041925407,-0.0008826734,0.0004893864,-1.3576586,-1.2570907,0.00033612174,-0.00042524122,1.933032e-05,0.00018682427,-0.00080449256,0.00034887847,-0.25545216
112285,-0.81638694,0.0035776976,0.3446622,-0.0035847654,0.00078131363,-0.7806415,0.005783875,-0.00035648613,-0.0044041495,-0.006782172,0.282906,-0.47512254,-0.011600567,1.5251054,-0.0037741072,0.0017405119,-0.0018091835,-0.0029418592,-0.0005989721,-0.31538585,0.003295777,0.016963365,-0.0011165468,0.27467376,-0.16429189,-0.0043306844,-0.0008531511,0.0009037813,0.00016228977,0.0038613554,0.004428747,-0.011260499
409892,-0.03452334,0.00011517788,-0.6575088,0.0005326655,5.2388066e-05,-0.5887718,0.0014730572,0.0001240684,-2.8908041e-06,-0.00087577646,-1.9588041,0.8585743,0.43091395,-0.5634907,-0.00042484584,0.00012442519,-0.0002980785,-0.00070246466,-0.0008585013,-0.20751166,0.00015221584,0.0012757031,1.2675558e-05,-0.13192748,-0.5423946,-0.00016455352,-0.0003566787,0.0003226002,1.8931403e-05,-5.9013837e-05,0.0008209306,-0.03236243
278059,-0.24246316,-0.0012054364,0.9952082,-0.0012562529,-0.00041396127,-0.6210741,-0.0041760933,-0.00026582283,0.0016759612,0.0016131715,0.3835497,0.6799177,-0.12065735,-1.2633414,0.0006168713,7.8108926e-05,0.0012647827,0.0009884622,-0.0010717526,-0.90808684,0.0020773136,-0.0009962269,0.00031946602,-0.5428995,-0.94996834,-0.00078315265,0.00095639564,0.0014993896,0.00011343782,-7.893368e-05,-0.0015376547,-0.8521794
485143,-0.15782827,-0.0027817877,0.17678684,0.0008252938,-0.0007445583,-0.9020502,0.00026582746,-0.00047007026,5.538801e-05,-0.00030703063,1.1432356,-0.32278582,-1.7826654,-0.85429597,-0.0011852108,-0.0004031284,0.0002505169,-0.0007355017,0.0012102415,-0.50985175,0.0015358927,0.0004589074,0.0007665484,-0.9664836,-0.6833132,0.0009310743,-0.0007796173,0.00016275849,-0.00021995795,-0.0013158647,2.587122e-05,0.6954072
126002,-0.09198686,0.0015487414,-0.07337433,-9.9665966e-05,0.0005264357,-0.5372394,0.0027850245,0.00041277532,-0.0006429119,-0.0022542458,0.5599855,0.4423929,-0.09464141,2.375505,8.776589e-05,0.000518738,-0.0009300388,-0.00068106456,-0.00038640472,-1.2687551,0.0003706644,0.003478002,-0.00085685076,-0.8549168,0.57150805,-0.00027736515,-0.0013825463,0.00022535614,-0.00010095861,0.00082256005,0.00082801195,0.14329982
127624,-0.12689672,0.0021673245,-0.6914423,-0.0010839668,0.0006400598,-0.5840984,0.003429889,-2.6607056e-05,-0.002303905,-0.0032548322,-1.8961408,0.21111354,0.65914184,-0.47765777,-0.0009656655,0.00083212176,-0.0011114458,-0.0010169314,-0.0005781811,0.12584162,0.0016819844,0.0060591875,-0.0009945428,-0.49672687,0.6591298,-0.0008503605,-0.0006016329,0.0008141382,-0.0001535706,0.0014116853,0.0015306365,0.51280695
137862,-0.13938771,-0.0019685375,0.445501,0.00080626056,-0.00017146641,-0.77482986,-0.0015860818,-0.0005839985,-0.00028549868,0.0006762292,0.95375544,-0.3810012,0.5517568,-0.98897463,0.0002660493,-0.0001687247,-0.00047328137,-0.00041063107,0.0017210628,0.1533825,0.001505177,-0.0005346855,-0.00041069396,-0.9222053,-0.41379717,0.0008258347,-0.00091793545,-0.0011039518,-0.001089873,-0.00038250262,-0.00014184973,1.3830618
518233,0.34705874,-0.005201547,-0.115399204,-0.0054287184,0.002157436,-0.6975124,-0.0019663223,-0.0023610927,0.0016826072,0.0016626241,0.03573947,-0.77006686,-0.1036221,0.96144116,-0.0018056661,0.004360752,-0.0004231735,0.0032214085,0.01390219,-0.19604944,0.014796548,0.0013713673,0.0014836825,-0.63848895,0.35898048,-0.0028713073,-0.002873821,0.0013383904,-0.0017381075,0.0027678853,0.00031923407,0.82069445
453611,-0.40974864,-0.00035945646,-0.15276405,-0.0011010815,-0.00054579374,1.5501063,-0.0034499322,-0.0035366833,0.002502085,0.00023735139,-0.5003295,-0.7162924,0.562593,-0.19112024,0.0016282923,0.00045748468,0.0049554515,0.001236218,0.0017004918,-0.31805456,-0.0036440827,-0.00060754374,0.000609774,0.4568832,0.016628759,-0.00071194966,0.0026761407,0.0024642246,-0.0004701507,0.0017314015,-0.0037599835,0.04521329
354170,1.0198861,0.0016244284,-0.55497307,0.003759623,-0.00044689325,1.7513257,0.0023517641,-0.011442005,0.0022495473,-0.0017267254,0.26206738,-0.3751453,0.5459393,-0.23338753,0.00465227,0.0018435316,0.014699321,-0.00012284961,0.004982827,0.5851795,-0.01611058,0.0012898762,0.002557916,-0.7167881,-0.02678549,0.0007191611,0.0023812354,0.0036669748,-0.0002383179,0.0033035774,-0.005520353,-0.70001996
491656,-0.5411656,-0.017638886,0.48543236,-0.003075995,-0.0057952143,0.89212483,0.0021880958,0.0037704587,-0.003206238,0.0013656665,-0.30225807,-1.4765694,0.08157998,0.05747249,-0.007642715,-0.0028657797,-0.0051388955,-0.00085457234,0.010404013,-0.2803806,0.0057618427,0.000767809,0.0020088067,-0.23945478,0.3634228,0.0030414492,-0.0022432327,0.0004200628,-0.0025799044,-0.007622849,-1.1239506e-06,-0.56510705
303393,-0.14107741,-0.00035771666,-0.70933414,0.0013157508,-0.0011950785,-0.70320356,0.0007352438,-0.0019265452,-0.00014063544,-0.000636705,1.0513791,0.023284983,0.06554311,-1.1360772,-0.00040118897,0.00053361914,0.00094493746,0.00038291322,-0.00069337775,-0.7415258,-0.00055222906,0.00020014927,0.0009779421,-1.2088251,-0.7286843,0.00043852924,-0.0006099276,0.00016234093,3.9394654e-05,-0.0006110581,6.167166e-05,-0.5043118
464749,-0.09461735,-0.005291556,0.1018215,-0.00052302383,-0.0012899138,-0.7355032,0.0012101079,0.0011820372,-0.0017528774,-0.0010522854,0.13343965,-0.71990335,0.68970776,1.3503227,-0.0021901217,-0.0005824199,-0.0010245916,-0.000833573,0.005272702,0.07731482,0.0016179372,0.00075828243,-1.8468705e-05,-0.13306183,-0.075617045,-0.0006290536,-0.0025926207,-0.0017375479,-0.00073770015,-0.0014529636,0.0003826204,0.016532356
355294,0.32563642,0.0014795606,1.3869336,0.0022507512,-0.00014609675,2.393174,0.0021062589,-0.0047681644,0.0018582932,-0.0017526841,-0.21035878,0.4232222,0.55344063,0.35034996,0.002589345,0.0009517006,0.008842834,0.00021885383,0.0026579872,0.115408555,-0.008902362,0.0010209222,0.0014296253,0.2072992,-1.4087158,0.00057028193,0.00081117183,0.0018500519,1.5995595e-06,0.0024816813,-0.0023090104,-0.86766636
471433,0.2790633,-0.0012094433,-1.5340154,6.709793e-05,-0.00020254127,-0.67006516,0.0018241262,0.00077499053,-0.0011868506,-0.0010682589,-1.9743658,0.19878148,0.8213513,-1.1476868,-0.00093789725,-0.00034291175,-0.0004005027,-0.00049443485,0.0017787496,2.0153155,0.0010510717,0.00022348641,0.00014900183,-0.9502337,0.93510556,0.0004034117,-0.0009844875,-0.0004650818,-0.00040223374,-0.00056819414,0.00026425757,-0.12086765
430022,0.46949545,-0.001046594,0.16214053,-0.001484165,-0.0003908861,-0.8781601,-0.00392836,-0.00034709272,0.001594102,0.0009885167,1.4763772,0.56143796,-1.0039891,-1.5058205,0.0006959344,-6.3391184e-05,0.0010725935,0.00058564433,-0.00066796073,1.2371444,0.002458741,-0.00058381766,-9.989376e-05,-0.967546,0.31495765,-0.00072130974,0.0009577907,0.0013627885,-0.00017983478,5.531662e-05,-0.0016762782,-0.8201792
220102,-0.05216677,-0.0009578751,0.017298982,6.817002e-05,-0.00020727729,-0.18125829,-0.0005737963,-0.0008853819,-0.0005924333,0.0018274166,-1.8502568,-0.2207242,-2.1692038,0.04609831,0.0013121588,0.0038489378,-0.0022336477,0.00068347855,0.00053526554,2.3061926,0.0021278295,-0.00039930842,0.0008760254,-1.030248,-0.954669,0.0039132466,0.00032736035,0.0013303017,0.0010043215,-0.00029047948,0.001672683,0.56379604
228296,-0.35529009,0.0028502224,0.10236086,-0.002370288,-0.0040980163,0.56661576,-0.011211892,-0.0038868866,0.003823344,0.0066008647,-0.15107459,-2.1802928,-0.44730794,-0.05855688,0.0014389838,0.0020776992,-0.0077945185,0.005776232,-0.008108903,0.25202617,0.0030174544,-0.0043423125,-0.0026962482,-0.42489102,0.34214556,0.005285248,-0.0058029285,0.009526733,0.00081653165,-0.008427747,0.006916889,-0.2769081
51016,-0.6334125,-0.0028942174,0.43332776,0.0013830696,0.0004966493,-0.9188485,-0.0024318604,0.0005380783,0.00036555,0.0026733147,-0.01564113,-0.23985505,-0.23519556,0.7504155,0.0011607741,0.0025295368,0.00025730766,0.0009017991,-0.0013446196,0.47290775,0.0006368315,-0.0026753335,0.001864119,0.43666524,0.017751742,-0.00020775406,-0.0007203817,-3.2407254e-06,0.0011412406,-0.000624895,0.0010427919,0.78320146
21240,-0.6161597,-0.002771211,1.7975885,-0.0006963035,-8.1395316e-05,-0.52066773,-0.0020981121,-0.00033572115,0.00084964506,0.001013972,-0.2680223,1.5262207,0.7478936,-0.7328661,-0.0003708612,0.00024838024,0.0003174495,0.0011065473,0.00036981484,2.0516822,0.0037228533,-0.00066597294,0.00026319572,0.3742276,1.6354259,-0.00051326276,-9.238351e-05,0.00074554293,-0.00095144706,-0.00047301134,-0.00070772215,0.16466945
490312,-0.44791666,-0.0075011477,0.11804042,0.00020370477,-0.0014155912,-0.45173192,0.0020369927,0.0012709042,-0.00023411676,-0.00055593014,0.49926618,1.4389756,0.283333,1.880349,-0.0016604459,0.0003452946,-0.000104773135,-0.0011071891,0.0024511972,0.3978747,0.0028487262,1.9505683e-06,0.0005645421,0.35728502,0.25432438,-0.00085073774,-0.0016243804,-0.0009259276,-0.0005769491,-0.0008768271,8.596294e-05,0.7697569
